district_id,longitude,latitude,name_Chinese,name_Pinyin
15104,117.920556,36.825,职业学院,Zhiyexueyuan
15211,116.308333,37.465278000000005,黑马集团,Heimajituan
15211,116.371389,37.432222,监测站,Jiancezhan
15211,116.310556,37.478056,双一集团,Shuangyijituan
15311,121.371706,37.543111,轴承厂,Zhouchengchang
15311,121.355367,37.523683,鲁东大学,Ludongdaxue
15307,121.255093,37.471414,福山区监测站,Fushanqujiancezhan
15308,121.581726,37.376055,牟平区环保局,Mupingquhuanbaoju
15312,121.44307,37.477439,莱山区环保局,Laishanquhuanbaoju
15313,121.142166,37.602407,开发区B 区,KaifaquB qu
15313,121.066251,37.672833,大季家,Dajijia
15314,121.50684,37.422767,中国农业大学,Zhongguonongyedaxue
15409,119.091944,36.730556,刘家园,Liujiayuan
15409,119.048167,36.719556,经济开发区,Jingjikaifaqu
15409,119.099944,36.681944,商校,Shangxiao
